ags,name,lon,lat
07134008,Berschweiler bei Baumholder,7.2928,49.578
07134021,Eckersweiler,7.2896,49.56
07134026,Fohren-Linden,7.2912,49.5873
07134027,Frauenberg,7.29,49.6723
07134033,Hahnweiler,7.2211,49.5716
07134036,Heimbach (Birkenfeld),7.2504,49.6146
07134051,Leitzweiler,7.222,49.5912
07134054,Mettweiler,7.3141,49.5785
07134068,Reichenbach (Birkenfeld),7.2854,49.6411
07134073,Rohrbach (Birkenfeld),7.2567,49.5833
07134074,Rückweiler,7.2382,49.5803
07134075,Ruschberg,7.2883,49.6197
07134001,Abentheuer,7.1005,49.6514
07134002,Achtelsbach,7.09,49.6245
07134010,Birkenfeld (Birkenfeld),7.1682,49.6501
07134011,Börfink,7.0811,49.6886
07134015,Brücken,7.1113,49.6377
07134016,Buhlenberg,7.121,49.6543
07134018,Dambach,7.1326,49.6275
07134020,Dienstweiler,7.1847,49.6363
07134022,Elchweiler,7.2015,49.6735
07134023,Ellenberg (Birkenfeld),7.1475,49.6594
07134024,Ellweiler,7.1444,49.6152
07134029,Gimbweiler,7.191,49.5854
07134031,Gollenberg (Birkenfeld),7.1592,49.6727
07134034,Hattgenstein,7.1598,49.6973
07134042,Hoppstädten-Weiersbach,7.2003,49.614
07134048,Kronweiler,7.2622,49.6608
07134050,Leisel,7.2016,49.719
07134053,Meckenbach (Birkenfeld),7.0962,49.616
07134057,Niederbrombach,7.2464,49.6865
07134058,Niederhambach,7.2145,49.6797
07134061,Nohen,7.2431,49.6393
07134062,Oberbrombach,7.2611,49.6977
07134063,Oberhambach,7.1562,49.6862
07134070,Rimsberg,7.2107,49.6568
07134071,Rinzenberg,7.1326,49.6761
07134072,Rötsweiler-Nockenthal,7.2496,49.7119
07134078,Schmißberg,7.2032,49.6645
07134080,Schwollen,7.1815,49.7045
07134084,Siesbach,7.2373,49.7311
07134085,Sonnenberg-Winnenberg,7.2801,49.6713
07134094,Wilzenberg-Hußweiler,7.2185,49.7054
07134003,Allenbach,7.1676,49.7557
07134004,Asbach (Birkenfeld),7.2796,49.8123
07134006,Bergen (Birkenfeld),7.418,49.7809
07134009,Berschweiler bei Kirn,7.3918,49.7709
07134012,Bollenbach,7.3522,49.8435
07134013,Breitenthal (Birkenfeld),7.3352,49.8008
07134014,Bruchweiler,7.2252,49.7988
07134017,Bundenbach,7.3771,49.8421
07134019,Dickesbach,7.4232,49.7188
07134025,Fischbach (Birkenfeld),7.3989,49.7428
07134028,Gerach (Birkenfeld),7.3406,49.7526
07134030,Gösenroth,7.3263,49.8898
07134032,Griebelschied,7.4007,49.7996
07134035,Hausen (Birkenfeld),7.3735,49.8727
07134037,Hellertshausen,7.2773,49.8204
07134038,Herborn (Birkenfeld),7.2942,49.7667
07134039,Herrstein,7.3378,49.7807
07134040,Hettenrodt,7.2545,49.7395
07134041,Hintertiefenbach,7.356,49.7396
07134043,Horbruch,7.2388,49.8891
07134044,Hottenbach,7.2988,49.8241
07134046,Kempfeld,7.2424,49.7912
07134047,Kirschweiler,7.2425,49.7538
07134049,Krummenau,7.2724,49.8898
07134052,Mackenrodt,7.2546,49.7246
07134055,Mittelreidenbach,7.4419,49.7265
07134056,Mörschied,7.3067,49.7891
07134059,Niederhosenbach,7.3642,49.7944
07134060,Niederwörresbach,7.3359,49.7688
07134064,Oberhosenbach,7.3306,49.8133
07134065,Oberkirn,7.3721,49.885
07134066,Oberreidenbach,7.4625,49.7057
07134067,Oberwörresbach,7.3199,49.7788
07134069,Rhaunen,7.346,49.864
07134076,Schauren (Birkenfeld),7.2362,49.8067
07134077,Schmidthachenbach,7.471,49.7326
07134079,Schwerbach,7.3557,49.8959
07134081,Sensweiler,7.1973,49.7744
07134082,Sien,7.5024,49.6932
07134083,Sienhachenbach,7.4812,49.6994
07134086,Sonnschied,7.3892,49.8194
07134087,Stipshausen,7.2922,49.8491
07134088,Sulzbach (Birkenfeld),7.3366,49.8341
07134089,Veitsrodt,7.3008,49.7553
07134090,Vollmersbach,7.3076,49.7421
07134091,Weiden,7.3003,49.8071
07134092,Weitersbach,7.3163,49.8721
07134093,Wickenrodt,7.3589,49.8157
07134095,Wirschweiler,7.1721,49.7627
07134502,Langweiler (Birkenfeld),7.1859,49.7826
07135007,Beilstein (Cochem-Zell),7.2412,50.1103
07135012,Bremm,7.1154,50.1003
07135015,Briedern,7.2086,50.1104
07135017,Bruttig-Fankel,7.229,50.1298
07135020,Cochem,7.1638,50.1447
07135021,Dohr,7.1185,50.1277
07135024,Ediger-Eller,7.1568,50.0969
07135025,Ellenz-Poltersdorf,7.2245,50.109
07135027,Ernst,7.2256,50.1447
07135029,Faid,7.1208,50.1461
07135036,Greimersburg,7.1421,50.1848
07135049,Klotten,7.1994,50.1664
07135053,Lieg,7.3468,50.1395
07135056,Lütz,7.3593,50.1597
07135060,Mesenich,7.1978,50.0976
07135065,Moselkern,7.3688,50.191
07135066,Müden (Mosel),7.338,50.187
07135069,Nehren (Cochem-Zell),7.1943,50.0815
07135072,Pommern,7.274,50.1716
07135079,Senheim,7.2128,50.0864
07135082,Treis-Karden,7.3028,50.1741
07135086,Valwig,7.2094,50.1437
07135090,Wirfus,7.2059,50.1995
07135009,Binningen,7.2446,50.2049
07135011,Brachtendorf,7.2343,50.2324
07135014,Brieden,7.2623,50.1889
07135016,Brohl,7.2782,50.2206
07135022,Dünfus,7.2324,50.2195
07135023,Düngenheim,7.1703,50.2588
07135026,Eppenberg,7.0736,50.2482
07135028,Eulgem,7.176,50.2403
07135031,Forst (Eifel),7.251,50.2178
07135033,Gamlen,7.2008,50.2392
07135038,Hambuch,7.1819,50.2257
07135040,Hauroth,7.1022,50.2511
07135042,Illerich,7.1799,50.2006
07135043,Kaifenheim,7.2267,50.2457
07135044,Kail,7.2434,50.1839
07135045,Kaisersesch,7.1407,50.2306
07135046,Kalenborn (Cochem-Zell),7.0762,50.2617
07135051,Landkern,7.153,50.1932
07135052,Laubach (Cochem-Zell),7.0758,50.2317
07135058,Masburg,7.1169,50.2418
07135062,Möntenich,7.3006,50.2219
07135067,Müllenbach (Cochem-Zell),7.0633,50.2212
07135075,Roes,7.2578,50.2446
07135084,Urmersbach,7.1323,50.2565
07135093,Zettingen,7.1973,50.2287
07135502,Leienkaul,7.0875,50.2196
07135002,Alflen,7.0405,50.1771
07135005,Auderath,7.0023,50.1865
07135008,Beuren (Cochem-Zell),7.0794,50.0944
07135018,Büchel (Cochem-Zell),7.0828,50.1727
07135030,Filz,6.9814,50.1698
07135034,Gevenich,7.0857,50.1533
07135035,Gillenbeuren,7.0187,50.1551
07135048,Kliding,7.0561,50.1085
07135057,Lutzerath,7.0054,50.1276
07135078,Schmitt,7.0144,50.166
07135083,Ulmen,6.9796,50.2094
07135085,Urschmitt,7.0624,50.1175
07135087,Wagenhausen,6.9849,50.1428
07135089,Weiler (Cochem-Zell),7.076,50.1401
07135091,Wollmerath,6.9798,50.1549
07135501,Bad Bertrich,7.0346,50.0707
07135001,Alf,7.126,50.0568
07135003,Altlay,7.2704,49.9885
07135004,Altstrimmig,7.2929,50.0927
07135010,Blankenrath,7.3025,50.0385
07135013,Briedel,7.1458,50.0221
07135019,Bullay,7.1315,50.057
07135032,Forst (Hunsrück),7.3169,50.0818
07135037,Grenderich,7.2292,50.0661
07135039,Haserich,7.3256,50.0365
07135041,Hesweiler,7.2791,50.0429
07135054,Liesenich,7.2645,50.0871
07135061,Mittelstrimmig,7.2831,50.0901
07135064,Moritzheim,7.2605,50.047
07135068,Neef,7.1377,50.091
07135070,Panzweiler,7.3056,50.0202
07135071,Peterswald-Löffelscheid,7.3195,50.0085
07135073,Pünderich,7.1286,50.041
07135074,Reidenhausen,7.3174,50.0567
07135076,Sankt Aldegund,7.1302,50.0822
07135077,Schauren (Cochem-Zell),7.2688,50.0214
07135080,Sosberg,7.3379,50.0769
07135081,Tellig,7.2528,50.0251
07135088,Walhausen,7.2836,50.0251
07135092,Zell (Mosel),7.182,50.0273
07137003,Andernach,7.3986,50.4396
07137068,Mayen,7.2223,50.3287
07137203,Bendorf (Mayen-Koblenz),7.5756,50.4236
07137056,Kretz,7.3619,50.3941
07137057,Kruft,7.3366,50.3852
07137081,Nickenich,7.3269,50.4119
07137088,Plaidt,7.3912,50.3911
07137096,Saffig,7.4159,50.3799
07137023,Einig,7.2773,50.2834
07137027,Gappenach,7.3446,50.2726
07137029,Gering,7.2621,50.2738
07137030,Gierschnach,7.3486,50.2629
07137041,Kalt,7.3937,50.2671
07137048,Kerben,7.359,50.3105
07137053,Kollig,7.2773,50.2644
07137065,Lonnig,7.4073,50.3105
07137070,Mertloch,7.3075,50.2718
07137080,Naunheim,7.3188,50.2535
07137086,Ochtendung,7.3908,50.3493
07137087,Pillig,7.312,50.2397
07137089,Polch,7.314,50.2999
07137095,Rüber,7.3747,50.2922
07137102,Trimbs,7.2997,50.3231
07137112,Welling,7.3134,50.3289
07137114,Wierschem,7.3512,50.2258
07137501,Münstermaifeld,7.3611,50.2474
07137001,Acht,7.0724,50.37
07137004,Anschau,7.0918,50.299
07137006,Arft,7.0828,50.3828
07137007,Baar,7.0488,50.3536
07137011,Bermel,7.0855,50.2843
07137014,Boos (Mayen-Koblenz),7.0165,50.3131
07137019,Ditscheid,7.0655,50.2947
07137025,Ettringen (Mayen-Koblenz),7.2211,50.356
07137034,Hausten,7.1183,50.3988
07137035,Herresbach,7.021,50.3573
07137036,Hirten,7.1136,50.3262
07137043,Kehrig,7.2225,50.2796
07137049,Kirchwald,7.1542,50.3733
07137055,Kottenheim,7.2567,50.3489
07137060,Langenfeld (Mayen-Koblenz),7.0935,50.3759
07137061,Langscheid,7.1098,50.3801
07137063,Lind (Mayen-Koblenz),7.0343,50.3218
07137066,Luxem,7.1085,50.3179
07137074,Monreal,7.158,50.299
07137077,Münk,7.0408,50.3068
07137079,Nachtsheim,7.0631,50.3181
07137092,Reudelsterz,7.1557,50.317
07137097,Sankt Johann (Mayen-Koblenz),7.1963,50.3476
07137099,Siebenbach,7.037,50.3793
07137105,Virneburg,7.0782,50.3423
07137110,Weiler (Mayen-Koblenz),7.1202,50.3104
07137113,Welschenbach,7.0628,50.3633
07137008,Bell,7.2329,50.3875
07137069,Mendig,7.2803,50.3728
07137093,Rieden (Mayen-Koblenz),7.1766,50.3951
07137101,Thür,7.2764,50.357
07137106,Volkesfeld,7.1501,50.3901
07137218,Niederwerth,7.6067,50.3959
07137224,Urbar (Mayen-Koblenz),7.6239,50.3802
07137226,Vallendar,7.6228,50.3982
07137229,Weitersburg,7.5992,50.4141
07137202,Bassenheim,7.4571,50.359
07137209,Kaltenengers,7.5416,50.4168
07137211,Kettig,7.4615,50.3982
07137216,Mülheim-Kärlich,7.4974,50.3868
07137222,Sankt Sebastian,7.5648,50.4104
07137225,Urmitz,7.5196,50.4158
07137228,Weißenthurm,7.4552,50.4157
07137201,Alken,7.4483,50.2486
07137204,Brey,7.6268,50.272
07137205,Brodenbach,7.4468,50.2263
07137206,Burgen (Mayen-Koblenz),7.3914,50.2107
07137207,Dieblich,7.4706,50.3138
07137208,Hatzenport,7.4192,50.2284
07137212,Kobern-Gondorf,7.4556,50.3093
07137214,Löf,7.4409,50.2344
07137215,Macken,7.3976,50.1739
07137217,Niederfell,7.4633,50.2906
07137219,Nörtershausen,7.4806,50.225
07137220,Oberfell,7.4477,50.2573
07137221,Rhens,7.6177,50.2807
07137223,Spay,7.6482,50.2601
07137227,Waldesch,7.5439,50.2799
07137230,Winningen,7.5178,50.3164
07137231,Wolken,7.4724,50.3366
07137504,Lehmen,7.4499,50.2841
07138045,Neuwied,7.4597,50.429
07138003,Asbach (Neuwied),7.424,50.6652
07138044,Neustadt (Wied),7.4275,50.6231
07138077,Windhagen,7.354,50.6432
07138080,Buchholz (Westerwald),7.395,50.6877
07138004,Bad Hönningen,7.3064,50.5155
07138024,Hammerstein,7.3507,50.4775
07138038,Leutesdorf,7.386,50.453
07138063,Rheinbrohl,7.3315,50.4958
07138012,Dierdorf,7.6595,50.548
07138023,Großmaischeid,7.6341,50.5049
07138031,Isenburg,7.5884,50.476
07138034,Kleinmaischeid,7.6063,50.5122
07138069,Stebach,7.66,50.5115
07138201,Marienhausen,7.6916,50.5631
07138009,Dattenberg,7.2922,50.5532
07138037,Leubsdorf (Neuwied),7.2912,50.5475
07138041,Linz am Rhein,7.2828,50.5688
07138055,Ockenfels,7.2729,50.5767
07138068,Sankt Katharinen (Landkreis Neuwied),7.3453,50.5911
07138075,Vettelschoß,7.3465,50.6183
07138501,Kasbach-Ohlenberg,7.2837,50.5891
07138011,Dernbach (Neuwied),7.5982,50.5447
07138013,Döttesfeld,7.5489,50.6234
07138014,Dürrholz,7.5815,50.5878
07138025,Hanroth,7.642,50.5879
07138027,Harschbach,7.5952,50.5729
07138040,Linkenbach,7.5536,50.573
07138048,Niederhofen,7.6006,50.5622
07138050,Niederwambach,7.5974,50.6321
07138052,Oberdreis,7.6634,50.627
07138057,Puderbach,7.6093,50.5962
07138058,Ratzert,7.6103,50.6411
07138059,Raubach,7.6244,50.5752
07138064,Rodenbach bei Puderbach,7.649,50.6385
07138070,Steimel,7.6279,50.6177
07138074,Urbach (Neuwied),7.5866,50.5628
07138078,Woldert,7.6476,50.6025
07138008,Bruchhausen,7.2516,50.6021
07138019,Erpel,7.2391,50.5846
07138062,Rheinbreitbach,7.2287,50.6178
07138073,Unkel,7.217,50.5976
07138002,Anhausen,7.5531,50.4997
07138005,Bonefeld,7.4903,50.5248
07138006,Breitscheid (Neuwied),7.4427,50.5822
07138007,Hausen (Wied),7.4071,50.5424
07138010,Datzeroth,7.4288,50.5064
07138015,Ehlscheid,7.4691,50.516
07138026,Hardert,7.5188,50.5181
07138030,Hümmerich,7.4961,50.5684
07138036,Kurtscheid,7.4609,50.5339
07138042,Meinborn,7.5613,50.4967
07138043,Melsbach,7.4796,50.4874
07138047,Niederbreitbach,7.4178,50.5301
07138053,Oberhonnefeld-Gierend,7.5168,50.5539
07138054,Oberraden,7.5338,50.5498
07138061,Rengsdorf,7.4958,50.5034
07138065,Roßbach (Neuwied),7.4161,50.5749
07138066,Rüscheid,7.5656,50.5228
07138071,Straßenhaus,7.5151,50.5399
07138072,Thalhausen,7.5828,50.5029
07138076,Waldbreitbach,7.4178,50.5523
07140501,Boppard,7.5908,50.2316
07140001,Alterkülz,7.4655,50.0312
07140009,Bell (Hunsrück),7.4151,50.0609
07140010,Beltheim,7.4617000000000004,50.1059
07140018,Braunshorn,7.517,50.0908
07140021,Buch (Rhein-Hunsrück-Kreis),7.3871,50.0771
07140042,Gödenroth,7.4873,50.0873
07140046,Hasselbach (Rhein-Hunsrück-Kreis),7.4466,50.0407
07140055,Hollnich,7.4879,50.0728
07140064,Kastellaun,7.442,50.0712
07140073,Korweiler,7.4157,50.1074
07140095,Michelbach,7.4537,50.0153
07140131,Roth (Rhein-Hunsrück-Kreis),7.4556,50.0867
07140147,Spesenroth,7.4601,50.0494
07140153,Uhler,7.4324,50.0882
07140202,Dommershausen,7.3996,50.1427
07140204,Mastershausen,7.3548,50.0643
07140502,Lahr (Rhein-Hunsrück-Kreis),7.3657,50.1254
07140503,Mörsdorf (Rhein-Hunsrück-Kreis),7.3444,50.1028
07140504,Zilshausen,7.3831,50.1133
07140006,Bärenbach (Rhein-Hunsrück-Kreis),7.3024,49.9472
07140007,Belg,7.3081,49.9836
07140024,Büchenbeuren,7.2795,49.9208
07140028,Dickenschied,7.4185,49.9016
07140029,Dill,7.348,49.9162
07140030,Dillendorf,7.3834,49.9254
07140040,Gehlweiler,7.4667,49.8833
07140041,Gemünden (Rhein-Hunsrück-Kreis),7.4806,49.8959
07140044,Hahn,7.2702,49.9624
07140048,Hecken,7.3989,49.9157
07140049,Heinzenbach,7.416,49.9754
07140050,Henau,7.4959,49.8697
07140053,Hirschfeld (Hunsrück),7.2419,49.8972
07140062,Kappel,7.3595,49.9997
07140067,Kirchberg (Hunsrück),7.405,49.9424
07140071,Kludenbach,7.3682,49.9873
07140081,Laufersweiler,7.3054,49.8973
07140082,Lautzenhausen,7.2723,49.9383
07140086,Lindenschied,7.392,49.9022
07140090,Maitzborn,7.436,49.9333
07140094,Metzenhausen,7.3621,49.9699
07140105,Nieder Kostenz,7.3663,49.9428
07140107,Niedersohren,7.3322,49.9281
07140109,Niederweiler (Rhein-Hunsrück-Kreis),7.2837,49.9094
07140111,Ober Kostenz,7.3514,49.9564
07140120,Raversbeuren,7.2274,49.9561
07140122,Reckershausen,7.4019,49.9828
07140128,Rödelhausen,7.3293,49.9924
07140129,Rödern,7.4484,49.9466
07140130,Rohrbach (Rhein-Hunsrück-Kreis),7.4209,49.8876
07140135,Schlierschied,7.4417,49.8757
07140141,Schwarzen,7.33,49.9617
07140145,Sohren,7.3085,49.9322
07140146,Sohrschied,7.3579,49.9035
07140151,Todenroth,7.3545,49.9762
07140154,Unzenberg,7.4346,49.9704
07140159,Wahlenau,7.2507,49.9041
07140163,Womrath,7.448,49.9176
07140164,Woppenroth,7.4138,49.8744
07140165,Würrich,7.3029,49.9771
07140002,Altweidelbach,7.5674,49.9945
07140003,Argenthal,7.597,49.976
07140008,Belgweiler,7.4855,49.944
07140011,Benzweiler,7.6052,50.0216
07140012,Bergenhausen,7.5722,50.0245
07140015,Biebern,7.4448,49.9931
07140020,Bubach,7.5556,50.071
07140023,Budenbach,7.5682,50.037
07140027,Dichtelbach,7.6961,50.0095
07140035,Ellern (Hunsrück),7.6408,49.9869
07140037,Erbach (Rhein-Hunsrück-Kreis),7.6818,50.0262
07140039,Fronhofen,7.4654,49.9915
07140056,Holzbach,7.5316,49.9553
07140058,Horn,7.5417,50.046
07140065,Keidelheim,7.4993,49.9925
07140068,Kisselbach,7.6107,50.051
07140070,Klosterkumbd,7.5368,50.0273
07140076,Külz (Hunsrück),7.4935,50.0063
07140077,Kümbdchen,7.5084,49.9921
07140079,Laubach (Rhein-Hunsrück-Kreis),7.5107,50.0539
07140085,Liebshausen,7.6289,50.0329
07140092,Mengerschied,7.5056,49.9125
07140096,Mörschbach,7.6234,50.0113
07140099,Mutterschied,7.5681,49.9815
07140100,Nannhausen,7.4779,49.9749
07140101,Neuerkirch,7.4917,50.0144
07140106,Niederkumbd,7.5356,50.0137
07140113,Ohlweiler,7.4964,49.9666
07140115,Oppertshausen,7.4728,49.9473
07140118,Pleizenhausen,7.5689,50.015
07140119,Ravengiersburg,7.4751,49.9353
07140121,Rayerschied,7.585,50.0176
07140123,Reich,7.4332,50.0015
07140125,Rheinböllen,7.6733,50.0072
07140126,Riegenroth,7.58,50.0576
07140127,Riesweiler,7.557,49.9599
07140134,Sargenroth,7.5133,49.9323
07140138,Schnorbach,7.6114,49.991
07140139,Schönborn (Rhein-Hunsrück-Kreis),7.474,49.9572
07140144,Simmern/Hunsrück,7.5221,49.9851
07140148,Steinbach (Rhein-Hunsrück-Kreis),7.594,50.0435
07140150,Tiefenbach (Rhein-Hunsrück-Kreis),7.5401,49.9359
07140158,Wahlbach,7.5954,50.0004
07140166,Wüschheim,7.4214,50.0119
07140005,Badenhard,7.6335,50.1226
07140014,Bickenbach (Rhein-Hunsrück-Kreis),7.5267,50.126
07140016,Birkheim,7.6212,50.1164
07140025,Damscheid,7.6824,50.102
07140031,Dörth,7.589,50.1485
07140036,Emmelshausen,7.5519,50.1556
07140043,Gondershausen,7.4969,50.1607
07140045,Halsenbach,7.5506,50.176
07140047,Hausbay,7.5585,50.1067
07140060,Hungenroth,7.601,50.1436
07140063,Karbach (Rhein-Hunsrück-Kreis),7.6163,50.1591
07140075,Kratzenburg,7.5549,50.1869
07140080,Laudert,7.6009,50.0769
07140084,Leiningen,7.5688,50.1315
07140087,Lingerhahn,7.5637,50.0939
07140089,Maisborn,7.5811,50.0818
07140093,Mermuth,7.483,50.1702
07140098,Mühlpfad,7.554,50.1216
07140102,Ney,7.5372,50.183
07140104,Niederburg,7.6957,50.1172
07140108,Niedert,7.5428,50.126
07140110,Norath,7.5792,50.1256
07140112,Oberwesel,7.7229,50.106
07140116,Perscheid,7.6994,50.0713
07140117,Pfalzfeld,7.5788,50.1131
07140133,Sankt Goar,7.7135,50.151
07140140,Schwall,7.5525,50.1449
07140149,Thörlingen,7.5313,50.1347
07140155,Urbar (Rhein-Hunsrück-Kreis),7.7194,50.1308
07140156,Utzenhain,7.6396,50.1318
07140161,Wiebelsheim,7.6368,50.0767
07140201,Beulich,7.4519,50.1735
07140205,Morshausen,7.4419,50.1922
07141075,Lahnstein,7.6073,50.3005
07141002,Altendiez,7.9833,50.3709
07141005,Aull,8.002,50.3857
07141014,Birlenbach,8.0041,50.3573
07141021,Charlottenberg,7.8807,50.343
07141022,Cramberg,7.9401,50.342
07141029,Diez,8.0093,50.3727
07141030,Dörnberg,7.8842,50.3252
07141038,Eppenrod,7.9309,50.4054
07141045,Geilnau,7.9269,50.3495
07141049,Gückingen,8.0097,50.3917
07141052,Hambach,7.9806,50.3976
07141053,Heistenbach,7.9854,50.3791
07141057,Hirschberg (Rhein-Lahn-Kreis),7.9224,50.3781
07141059,Holzappel,7.8957,50.3508
07141061,Holzheim (Rhein-Lahn-Kreis),8.0483,50.3538
07141062,Horhausen,7.8924,50.3615
07141064,Isselbach,7.8897,50.3889
07141076,Langenscheid,7.9496,50.3569
07141077,Laurenburg,7.9109,50.3305
07141124,Scheidt,7.9137,50.3382
07141130,Steinsberg,7.945,50.3231
07141133,Wasenbach,7.9674,50.3183
07141503,Balduinstein,7.9736,50.3438
07141009,Berg (Rhein-Lahn-Kreis),7.8144,50.2537
07141012,Bettendorf,7.8697,50.2331
07141015,Bogel,7.7991,50.1905
07141019,Buch (Rhein-Lahn-Kreis),7.8752,50.2047
07141035,Ehr,7.7847,50.2376
07141037,Endlichhofen,7.8183,50.202
07141040,Eschbach (Rhein-Lahn-Kreis),7.7262,50.2141
07141047,Gemmerich,7.7555,50.228
07141055,Himmighofen,7.7654,50.2129
07141060,Holzhausen an der Haide,7.9088,50.2203
07141063,Hunzel,7.8379,50.2483
07141067,Kasdorf,7.7849,50.2061
07141070,Kehlbach,7.7584,50.2591
07141078,Lautert,7.841,50.1681
07141080,Lipporn,7.8634,50.1396
07141084,Marienfels,7.8137,50.2404
07141085,Miehlen,7.8305,50.227
07141092,Nastätten,7.8572,50.1997
07141094,Niederbachheim,7.764,50.2481
07141097,Niederwallmenach,7.8117,50.1644
07141100,Oberbachheim,7.7483,50.2453
07141104,Obertiefenbach,7.8899,50.2428
07141105,Oberwallmenach,7.8278,50.1623
07141107,Oelsberg,7.8357,50.1986
07141110,Hainau,7.781,50.2227
07141116,Rettershain,7.8304,50.1453
07141120,Ruppertshofen (Rhein-Lahn-Kreis),7.807,50.2007
07141131,Strüth,7.8887,50.1378
07141134,Weidenbach (Rhein-Lahn-Kreis),7.8831,50.1542
07141137,Welterod,7.8888,50.1323
07141140,Winterwerb,7.7396,50.2367
07141502,Diethardt,7.8737,50.1625
07141004,Auel,7.7659,50.1709
07141016,Bornich,7.7662,50.1269
07141023,Dachsenhausen,7.7263,50.2545
07141024,Dahlheim,7.694,50.2108
07141031,Dörscheid,7.7599,50.1054
07141042,Filsen,7.5842,50.238
07141066,Kamp-Bornhofen,7.6229,50.225
07141069,Kaub,7.765,50.0893
07141072,Kestert,7.649,50.1828
07141079,Lierschied,7.745,50.1699
07141083,Lykershausen,7.6639,50.2067
07141099,Nochern,7.7237,50.1768
07141108,Osterspai,7.6172,50.2435
07141109,Patersberg,7.7336,50.1568
07141112,Prath,7.6856,50.1957
07141114,Reichenberg (Rhein-Lahn-Kreis),7.7603,50.1569
07141115,Reitzenhain,7.7839,50.1551
07141121,Sankt Goarshausen,7.7192,50.1535
07141122,Sauerthal,7.821,50.0855
07141136,Weisel,7.8005,50.1185
07141138,Weyer,7.7222,50.1965
07141501,Braubach,7.6483,50.2745
07141003,Attenhausen,7.8772,50.292
07141006,Bad Ems,7.7123,50.335
07141008,Becheln,7.7184,50.2931
07141025,Dausenau,7.7623,50.331
07141026,Dessighofen,7.772,50.2578
07141027,Dienethal,7.7785,50.3043
07141033,Dornholzhausen,7.7904,50.2704
07141041,Fachbach,7.6913,50.3381
07141044,Frücht,7.6764,50.3128
07141046,Geisig,7.7909,50.2553
07141058,Hömberg,7.7834,50.3353
07141071,Kemmenau,7.7506,50.3465
07141082,Lollschied,7.8687,50.256100000000004
07141086,Miellen,7.6672,50.3264
07141087,Misselberg,7.7675,50.3083
07141091,Nassau,7.7987,50.3143
07141098,Nievern,7.6805,50.3374
07141103,Obernhof,7.8529,50.3175
07141106,Oberwies,7.7801,50.2874
07141111,Pohl,7.866,50.2503
07141127,Schweighausen,7.754,50.2806
07141128,Seelbach (Rhein-Lahn-Kreis),7.8726,50.3084
07141129,Singhofen,7.8361,50.2744
07141132,Sulzbach (Rhein-Lahn-Kreis),7.7519,50.3026
07141135,Weinähr,7.844,50.3198
07141139,Winden (Rhein-Lahn-Kreis),7.8309,50.3382
07141141,Zimmerschied,7.7826,50.3522
07141201,Arzbach,7.7478,50.3792
07141001,Allendorf (Rhein-Lahn-Kreis),7.9983,50.268
07141010,Berghausen,8.0061,50.2587
07141011,Berndroth,7.9676,50.2369
07141013,Biebrich,7.9543,50.3031
07141018,Bremberg,7.9211,50.306
07141020,Burgschwalbach,8.0785,50.2833
07141032,Dörsdorf,8.0097,50.2472
07141034,Ebertshausen,7.9821,50.2821
07141036,Eisighofen,8.0181,50.2397
07141039,Ergeshausen,7.9411,50.2718
07141043,Flacht,8.0498,50.3433
07141050,Gutenacker,7.9219,50.3196
07141051,Hahnstätten,8.0697,50.3044
07141054,Herold,7.9341,50.278
07141065,Kaltenholzhausen,8.1041,50.3005
07141068,Katzenelnbogen,7.9764,50.2676
07141073,Klingelbach,7.9697,50.2735
07141074,Kördorf,7.9197,50.287
07141081,Lohrheim,8.0497,50.3183
07141088,Mittelfischbach,7.9615,50.2537
07141089,Mudershausen,8.0401,50.2789
07141093,Netzbach,8.0926,50.3163
07141095,Niederneisen,8.0547,50.3356
07141096,Niedertiefenbach,7.8961,50.2551
07141101,Oberfischbach,7.9551,50.2486
07141102,Oberneisen,8.0729,50.3264
07141113,Reckenroth,8.0214,50.2283
07141117,Rettert,7.9382,50.231
07141118,Roth (Rhein-Lahn-Kreis),7.8956,50.2671
07141125,Schiesheim,8.0536,50.2759
07141126,Schönborn (Rhein-Lahn-Kreis),7.997,50.3023
07143206,Bad Marienberg (Westerwald),7.9507,50.6515
07143211,Bölsberg,7.9147,50.6686
07143216,Dreisbach,7.9324,50.6169
07143222,Fehl-Ritzhausen,8.0006,50.6433
07143227,Großseifen,7.9683,50.6339
07143231,Hahn bei Marienberg,7.9413,50.6326
07143234,Hardt (Westerwaldkreis),7.9173,50.6344
07143243,Hof (Westerwaldkreis),8.0144,50.6666
07143248,Kirburg,7.9233,50.6765
07143253,Langenbach bei Kirburg,7.9389,50.7041
07143255,Lautzenbrücken,7.965,50.6726
07143264,Mörlen,7.8838,50.6975
07143270,Neunkhausen,7.9036,50.706
07143277,Nisterau,7.9891,50.6569
07143279,Nistertal,7.8928,50.6268
07143280,Norken,7.8979,50.6718
07143297,Stockhausen-Illfurth,7.9881,50.6463
07143300,Unnau,7.908,50.6487
07143202,Alpenrod,7.87,50.6312
07143204,Astert,7.7799,50.692
07143205,Atzelgift,7.8248,50.6963
07143212,Borod,7.7089,50.6664
07143215,Dreifelden,7.8354,50.5914
07143223,Gehlert,7.8285,50.6402
07143225,Giesenhausen,7.7187,50.7018
07143229,Hachenburg,7.8242,50.6606
07143235,Hattert,7.7709,50.6679
07143236,Heimborn,7.7553,50.709
07143240,Heuzert,7.7592,50.6979
07143241,Höchstenbach,7.7435,50.6319
07143250,Kroppach,7.7377,50.6958
